mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1434837818145752,0.009159657402998074,0.0026674270629882812,0.0012671502079497265,svd,1,"{'solver': 'svd', 'n_components': 1}",,,,,,,,1
0.06966166496276856,0.007174697050573352,0.00045070648193359377,0.0009014129638671875,lsqr,1,"{'solver': 'lsqr', 'n_components': 1}",,,,,,,,1
0.02641572952270508,0.00277051822334321,0.0,0.0,eigen,1,"{'solver': 'eigen', 'n_components': 1}",,,,,,,,1
0.12501926422119142,0.0031470779516539218,0.00032105445861816404,0.0004315008917077569,svd,2,"{'solver': 'svd', 'n_components': 2}",,,,,,,,1
0.06269021034240722,0.0025418161410820407,0.0005353927612304687,0.0006754583507037181,lsqr,2,"{'solver': 'lsqr', 'n_components': 2}",,,,,,,,1
0.03306121826171875,0.00326325488361481,0.0,0.0,eigen,2,"{'solver': 'eigen', 'n_components': 2}",,,,,,,,1
0.12600488662719728,0.0025692886040833422,0.0002635002136230469,0.0005270004272460937,svd,3,"{'solver': 'svd', 'n_components': 3}",,,,,,,,1
0.07061796188354492,0.007058736637133127,0.0006251335144042969,0.0007656290657016626,lsqr,3,"{'solver': 'lsqr', 'n_components': 3}",,,,,,,,1
0.03696751594543457,0.01092567901126587,0.0,0.0,eigen,3,"{'solver': 'eigen', 'n_components': 3}",,,,,,,,1
